0,2
0.005,1.995
0.01,1.99
0.015,1.985
0.02,1.98
0.025,1.975
0.03,1.97
0.035,1.96499
0.04,1.95999
0.045,1.95499
0.05,1.94998
0.055,1.94497
0.06,1.93996
0.065,1.93496
0.07,1.92994
0.075,1.92493
0.08,1.91992
0.085,1.9149
0.09,1.90988
0.095,1.90486
0.1,1.89984
0.105,1.89482
0.11,1.88979
0.115,1.88476
0.12,1.87973
0.125,1.87469
0.13,1.86966
0.135,1.86462
0.14,1.85957
0.145,1.85453
0.15,1.84948
0.155,1.84443
0.16,1.83937
0.165,1.83431
0.17,1.82925
0.175,1.82418
0.18,1.81911
0.185,1.81404
0.19,1.80896
0.195,1.80388
0.2,1.7988
0.205,1.79371
0.21,1.78861
0.215,1.78352
0.22,1.77842
0.225,1.77331
0.23,1.7682
0.235,1.76308
0.24,1.75797
0.245,1.75284
0.25,1.74771
0.255,1.74258
0.26,1.73744
0.265,1.7323
0.27,1.72715
0.275,1.722
0.28,1.71684
0.285,1.71168
0.29,1.70651
0.295,1.70133
