0,1, 1
0.03,1.5, 1.06
0.03,1.53, 1.0618
0.06,2.0618, 1.12371
0.06,1, 1.06
0.09,1.53, 1.1218
0.09,1.5609, 1.12365
0.12,2.12365, 1.18742
0.12,1, 1.12
0.15,1.56, 1.1836
0.15,1.5918, 1.18551
0.18,2.18551, 1.25113
