0,1
0.1,1.1
0.2,1.21052
0.3,1.33266
0.4,1.46764
0.5,1.61683
0.6,1.7817
0.7,1.96391
0.8,2.16528
0.9,2.38784
1,2.6338
1.1,2.90563
1.2,3.20604
1.3,3.53806
1.4,3.90499
1.5,4.31051
1.6,4.75867
1.7,5.25398
1.8,5.80137
1.9,6.40634
2,7.07493
2.1,7.81383
2.2,8.63045
2.3,9.53295
2.4,10.5304
2.5,11.6327
2.6,12.8509
2.7,14.1973
2.8,15.6853
2.9,17.3297
